region,district,community,contractor,package_number,ht_contract,ht_planted,ht_dressed,ht_strung,lv_contract,lv_planted,lv_dressed,lv_strung,tx_contract,tx_dressed,tx_commissioned,cs_1ph,cs_3ph
AHAFO,ASUTIFI NORTH,Asorepannin,FAAH TECH ENG. COMPANY LIMTED,SHEP-4-AR-AND-AAECL-17-22,53,30,30,30,150,0,0,0,2,1,0,200,0
AHAFO,ASUTIFI NORTH,Gambia Obolo Village,FAAH TECH ENG. COMPANY LIMTED,SHEP-4-AR-AND-AAECL-17-24,30,30,30,30,90,0,0,0,2,1,0,200,0
AHAFO,ASUTIFI NORTH,Issakakrom,FAAH TECH ENG. COMPANY LIMTED,SHEP-4-AR-AND-AAECL-17-21,34,25,25,25,150,0,0,0,2,1,0,150,0
AHAFO,ASUTIFI NORTH,Methodist Techincal School,NEDCO,SHEP-4-BAR-NEDCO-AND-TEMP-1,25,25,25,25,21,21,21,21,1,1,1,1,1
AHAFO,ASUTIFI NORTH,Nsanhokrom,FAAH TECH ENG. COMPANY LIMTED,SHEP-4-AR-AND-AAECL-17-25,36,36,36,36,100,0,0,0,2,1,0,200,0
AHAFO,ASUTIFI NORTH,Powbe,FAAH TECH ENG. COMPANY LIMTED,SHEP-4-AR-AND-AAECL-17-23,48,7,7,7,120,0,0,0,2,1,0,250,0
AHAFO,ASUTIFI NORTH,Solomon,APAM.A ENG COMPANY LTD,SHEP-4-AR-AND-AAECL-17-20,42,38,38,38,180,0,0,0,2,1,0,100,0
AHAFO,Ahafo Ano  South District,(Nsuta) Pokukrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,7,0,0,0,124,20,0,0,1,0,0,150,0
AHAFO,Ahafo Ano  South District,(Sabronum)Adekyem,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,17,0,0,0,185,0,0,0,1,0,0,300,0
AHAFO,Ahafo Ano  South District,Abofuo Road Ext.,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,14,0,0,0,135,0,0,0,1,0,0,150,0
AHAFO,Ahafo Ano  South District,Ahwiriwa Ext.,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,20,0,0,0,100,0,0,0,1,0,0,250,0
AHAFO,Ahafo Ano  South District,Akwadum Ext.,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,7,7,0,0,118,15,15,15,1,0,0,60,0
AHAFO,Ahafo Ano  South District,Akwatiakrom Ext.,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,5,0,0,0,60,0,0,0,1,0,0,300,0
AHAFO,Ahafo Ano  South District,Boaso Ext.,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,5,0,0,0,74,0,0,0,1,0,0,200,0
AHAFO,Ahafo Ano  South District,Boukrukruwa Ext.,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,2,0,0,0,64,0,0,0,1,0,0,100,0
AHAFO,Ahafo Ano  South District,Sabronum Ahenboboano,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,10,10,10,0,105,0,0,0,1,0,0,100,0
AHAFO,Ahafo Ano  South District,Sabronum Habitat Ext.,POWERBOARD COMPANY LTD,SHEP-4-AR-AASD-PCL-11-19,50,50,50,0,160,0,0,0,1,0,0,200,0
AHAFO,Asuafo South,Abesiwa,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,47,0,0,0,90,12,12,12,1,0,0,300,0
AHAFO,Asuafo South,Abetenwom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,67,0,0,0,60,8,0,0,1,0,0,150,0
AHAFO,Asuafo South,Ahwia-Nkwanta,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,60,30,30,30,150,20,0,0,1,0,0,600,0
AHAFO,Asuafo South,Akwasi-Bengkrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,5,0,0,0,80,15,15,15,1,0,0,150,0
AHAFO,Asuafo South,Akyeamponkrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,5,0,0,0,30,17,17,17,1,0,0,120,0
AHAFO,Asuafo South,Anwiam Extension,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,19,0,0,0,165,25,25,0,1,0,0,300,0
AHAFO,Asuafo South,Atakorakrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,22,0,0,0,180,11,11,11,1,0,0,90,0
AHAFO,Asuafo South,Boadan,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,7,0,0,0,50,12,12,12,1,0,0,300,0
AHAFO,Asuafo South,Boakyekrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,30,30,30,30,100,20,20,20,1,0,0,200,0
AHAFO,Asuafo South,Dantano Kobeda Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,10,10,10,10,200,15,0,0,1,1,1,200,20
AHAFO,Asuafo South,Kokuom Tanoso Road Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,10,10,10,10,50,10,10,10,1,1,1,100,15
AHAFO,Asuafo South,Kumakwu/kumawu,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,28,0,0,0,100,20,20,20,1,0,0,200,0
AHAFO,Asuafo South,Kwaadoma,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,46,30,0,0,70,12,12,12,1,0,0,300,0
AHAFO,Asuafo South,Kwaaso,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,16,0,0,0,240,15,15,15,1,0,0,200,0
AHAFO,Asuafo South,Manpong,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,64,0,0,0,150,15,15,15,1,0,0,400,0
AHAFO,Asuafo South,Manponteng,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,36,0,0,0,100,17,17,17,1,0,0,300,0
AHAFO,Asuafo South,Nobeko Aburaso Ext,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,13,10,10,10,100,45,45,45,1,1,1,150,0
AHAFO,Asuafo South,Ntowkrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,22,0,0,0,50,12,12,12,1,0,0,100,0
AHAFO,Asuafo South,Obaa-Adwoa Ext,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,10,10,10,10,195,40,40,40,1,1,1,200,40
AHAFO,Asuafo South,Quarter Rubber,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,29,29,29,29,160,20,20,20,1,0,0,200,0
AHAFO,Asuafo South,Tadieso,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,41,0,0,0,50,7,0,0,1,0,0,400,0
AHAFO,Asuafo South,Tanoso Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,12,12,12,12,200,0,0,0,1,0,0,150,0
AHAFO,Asuafo South,Yankye Road Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,14,14,14,14,30,50,50,50,1,0,0,150,0
AHAFO,Asuafo South,Yankye-Abesim,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AR-ASD-MTESL-09-19,50,0,0,0,160,0,0,0,1,0,0,200,0
AHAFO,Asunafo North,(Akodie) Nyamebekyere,MY REDEEMER ELECTRICAL & CIVIL ENG WORKS,SHEP-4-BAR-MRECEW-ANMA-07-15,57,50,50,0,200,60,0,0,2,0,0,200,0
AHAFO,Asunafo North,(Goaso) Nyamebekyere,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,60,50,50,50,70,40,40,40,1,1,1,130,50
AHAFO,Asunafo North,(Kasapin) Kramo-krom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,58,0,0,0,1,0,0,110,0
AHAFO,Asunafo North,Adamakrom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,2,2,2,50,15,15,15,1,0,0,140,0
AHAFO,Asunafo North,Adeapena- Asumura,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,24,0,0,50,30,30,30,1,0,0,140,0
AHAFO,Asunafo North,Adome/Danseasa,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,38,0,0,0,55,0,0,0,1,0,0,100,0
AHAFO,Asunafo North,Aglago,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,12,12,12,12,80,0,0,0,1,0,0,210,0
AHAFO,Asunafo North,Agravi,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,40,0,0,0,1,0,0,120,0
AHAFO,Asunafo North,Akutuase,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,36,14,14,14,68,50,50,50,1,1,1,130,16
AHAFO,Asunafo North,Akwaboaa,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,60,0,0,0,1,0,0,170,0
AHAFO,Asunafo North,Akwasi Addaikrom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,45,0,0,0,1,0,0,100,0
AHAFO,Asunafo North,Alavanyo/Nyamebekyere,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,24,24,24,44,12,12,12,1,0,0,90,0
AHAFO,Asunafo North,Attakrom-Nkwanta,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,36,16,16,16,80,36,36,36,1,0,0,200,0
AHAFO,Asunafo North,Aworakuma,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,20,0,0,64,0,0,0,1,0,0,180,0
AHAFO,Asunafo North,Baakodua,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,36,36,0,0,40,14,14,14,1,0,0,100,0
AHAFO,Asunafo North,Banka,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,36,0,0,0,48,0,0,0,1,0,0,200,0
AHAFO,Asunafo North,Bediako,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,36,0,0,0,46,0,0,0,1,0,0,90,0
AHAFO,Asunafo North,Charleskrom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,49,0,0,0,1,0,0,130,0
AHAFO,Asunafo North,Coco Ase,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,55,0,0,0,1,0,0,120,0
AHAFO,Asunafo North,Duase,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,60,36,36,36,50,50,50,50,1,1,1,140,30
AHAFO,Asunafo North,Essienimpong,MY REDEEMER ELECTRICAL & CIVIL ENG WORKS,SHEP-4-BAR-MRECEW-ANMA-07-15,81,58,58,58,180,40,40,40,2,0,0,230,0
AHAFO,Asunafo North,Forson Krom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,96,0,0,0,68,0,0,0,1,0,0,150,0
AHAFO,Asunafo North,Gwesewobre,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,36,36,0,0,51,33,33,33,1,0,0,100,0
AHAFO,Asunafo North,Gyamfikrom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,12,0,0,0,100,0,0,0,1,0,0,190,0
AHAFO,Asunafo North,Kayeyakrom,MY REDEEMER ELECTRICAL & CIVIL ENG WORKS,SHEP-4-BAR-MRECEW-ANMA-07-15,68,3,3,3,165,15,15,15,1,1,0,200,0
AHAFO,Asunafo North,Kobro,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,12,0,0,0,70,0,0,0,1,0,0,170,0
AHAFO,Asunafo North,Kofi Nkrumah,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,40,0,0,0,1,0,0,85,0
AHAFO,Asunafo North,Kokofu-Ayomsu,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,54,0,0,0,1,0,0,210,0
AHAFO,Asunafo North,Kramo-krom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,58,0,0,0,1,0,0,140,0
AHAFO,Asunafo North,Kwaku-kura,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,74,0,0,0,40,0,0,0,1,0,0,90,0
AHAFO,Asunafo North,Kwame Donkor,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,12,0,0,0,90,0,0,0,1,0,0,120,0
AHAFO,Asunafo North,Kwame Kobe,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,40,0,0,0,1,0,0,120,0
AHAFO,Asunafo North,Kwamikibikrom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,40,0,0,0,1,0,0,120,0
AHAFO,Asunafo North,Mansorkwa,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,30,0,0,0,30,0,0,0,1,0,0,70,0
AHAFO,Asunafo North,Nkrankrom-Ayomsu,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,48,0,0,0,45,0,0,0,1,0,0,150,0
AHAFO,Asunafo North,Ogyam,MY REDEEMER ELECTRICAL & CIVIL ENG WORKS,SHEP-4-BAR-MRECEW-ANMA-07-15,65,65,65,65,240,35,35,35,2,1,1,150,100
AHAFO,Asunafo North,Ohianimguase,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,24,24,24,48,48,48,48,1,1,1,110,50
AHAFO,Asunafo North,Own,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,36,36,36,36,90,0,0,0,1,0,0,210,0
AHAFO,Asunafo North,Yeboakrom,WASHDAN COMPANY LTD,SHEP-4-AR-AND-WCL-09-19,24,0,0,0,50,0,0,0,1,0,0,120,0
AHAFO,Asunafo North &South,(Sankore) Oseikrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,39,39,0,0,35,26,0,0,1,0,0,170,0
AHAFO,Asunafo North &South,(Sankore) Pokukrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,26,26,0,0,45,10,0,0,1,0,0,220,0
AHAFO,Asunafo North &South,Abesewa,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,2,2,2,2,40,23,23,23,1,0,0,305,0
AHAFO,Asunafo North &South,Abuom Manhyia,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,4,4,4,4,38,12,12,0,1,0,0,180,0
AHAFO,Asunafo North &South,Abuom Nkwanta,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,4,0,0,0,35,22,0,0,1,1,1,350,0
AHAFO,Asunafo North &South,Akrodie Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,10,5,5,5,100,100,100,100,2,2,1,150,120
AHAFO,Asunafo North &South,Asumingkrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,26,0,0,0,40,0,0,0,1,0,0,120,0
AHAFO,Asunafo North &South,Ayomso Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,10,5,5,5,160,95,95,95,1,1,1,100,20
AHAFO,Asunafo North &South,Bediako. Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,5,5,5,5,80,0,0,0,1,0,0,200,0
AHAFO,Asunafo North &South,Bowohoboden,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,39,0,0,0,40,10,0,0,1,0,0,360,0
AHAFO,Asunafo North &South,Dominase Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,4,2,2,2,100,50,50,50,1,0,0,100,0
AHAFO,Asunafo North &South,Fawohoyeden Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,20,15,15,15,160,50,50,50,2,1,1,200,100
AHAFO,Asunafo North &South,Goaso Abrodanho Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,7,7,7,7,80,10,10,10,1,1,1,150,0
AHAFO,Asunafo North &South,Goaso SSNIT Ext,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,7,5,5,5,50,50,50,50,1,1,1,200,0
AHAFO,Asunafo North &South,Kasapin Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,20,14,14,14,150,100,100,100,1,1,1,100,50
AHAFO,Asunafo North &South,Kwadwomo,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,78,0,0,0,48,28,28,28,1,0,0,195,0
AHAFO,Asunafo North &South,Manhyia Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,7,7,7,7,90,0,0,0,1,0,0,100,0
AHAFO,Asunafo North &South,Mim Alikrom Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,13,8,8,8,100,50,50,50,1,1,1,300,50
AHAFO,Asunafo North &South,Mim Domeabra Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,14,12,12,12,150,50,50,50,1,1,1,100,50
AHAFO,Asunafo North &South,Mim Feteeagya No.3 Ext.,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,7,7,7,7,100,50,50,50,1,1,1,150,50
AHAFO,Asunafo North &South,Mmeso Shed,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,49,0,0,0,80,0,0,0,1,0,0,350,0
AHAFO,Asunafo North &South,Naa Nyaanase,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,78,75,0,0,40,32,32,32,1,0,0,305,0
AHAFO,Asunafo North &South,Siiso Bawjiase,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,39,2,2,2,95,40,40,40,1,1,1,350,70
AHAFO,Asunafo North &South,Towoboase/Nyamebekyere,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,BAR-SHEP-AS&ND-MTESL-11-16,33,33,0,0,85,18,0,0,1,0,0,280,0
AHAFO,Asunafo North/South,Abodom- Aboaboso,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,53,0,0,0,50,12,0,0,1,0,0,200,0
AHAFO,Asunafo North/South,Abodom- Mawosekan zyznnam,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,62,20,0,0,48,15,0,0,1,0,0,150,0
AHAFO,Asunafo North/South,Abuom Manhyia Okyerekrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,14,0,0,0,55,10,0,0,1,0,0,230,0
AHAFO,Asunafo North/South,Abuom Manhyia Yeboakrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,41,0,0,0,68,12,0,0,1,0,0,150,0
AHAFO,Asunafo North/South,Amankwakrom -Boakyekrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,58,0,0,0,65,12,12,12,1,0,0,200,0
AHAFO,Asunafo North/South,Amankwakrom -koduakrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,32,0,0,0,54,5,5,5,1,0,0,240,0
AHAFO,Asunafo North/South,Asibrem Tamakloe,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,46,0,0,0,59,5,5,5,1,0,0,150,0
AHAFO,Asunafo North/South,Kokookrom-Koduakrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,20,0,0,0,75,7,7,7,1,0,0,100,0
AHAFO,Asunafo North/South,Kwaku Tei(Akwasi Mframa),MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,22,0,0,0,97,6,0,0,1,0,0,200,0
AHAFO,Asunafo North/South,Mmeso Boakyekrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,59,0,0,0,41,0,0,0,1,0,0,300,0
AHAFO,Asunafo North/South,Nakete zmma Nonyo,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,14,0,0,0,58,11,0,0,1,0,0,200,0
AHAFO,Asunafo North/South,Poliskrom,MANPOWER TRANSPORT & ENGINEERING SERVICES LTD,SHEP-4-AS&ND-MTSEL-11-16,12,0,0,0,36,8,0,0,1,0,0,240,0
AHAFO,Asunafo South,(Sankore)Adekyem,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,12,0,0,0,30,10,0,0,1,0,0,250,0
AHAFO,Asunafo South,(Sankore)Dwomo,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,50,0,0,0,87,8,0,0,1,0,0,200,0
AHAFO,Asunafo South,Alhaji-krom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,25,0,0,0,60,10,0,0,1,0,0,120,0
AHAFO,Asunafo South,Amanfoso-Grotto,WASHDAN COMPANY LTD,SHEP-BAR-ASD-WDCL-TEMP-1,60,60,60,60,150,150,150,150,2,2,2,250,250
AHAFO,Asunafo South,Betenase,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,12,0,0,0,30,8,0,0,1,0,0,250,0
AHAFO,Asunafo South,Bethlehem,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,7,2,2,2,70,19,19,19,1,1,1,150,35
AHAFO,Asunafo South,Boadukrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,86,0,0,0,93,14,0,0,1,0,0,240,0
AHAFO,Asunafo South,Datano Ext./Abuom Ext.,WASHDAN COMPANY LTD,SHEP-BAR-ASD-WDCL-TEMP-1,30,0,0,0,180,130,130,130,2,0,0,280,0
AHAFO,Asunafo South,Gyamase 1 & 2,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,50,0,0,0,124,8,0,0,1,0,0,300,0
AHAFO,Asunafo South,Gyatokrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,22,0,0,0,65,35,35,0,1,0,0,220,0
AHAFO,Asunafo South,Kokookrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,56,56,56,56,98,15,15,15,1,0,0,230,0
AHAFO,Asunafo South,Kukuom Ext,WASHDAN COMPANY LTD,SHEP-BAR-ASD-WDCL-TEMP-1,60,60,60,60,410,30,30,30,2,2,2,1004,100
AHAFO,Asunafo South,Kwapong Ext.,WASHDAN COMPANY LTD,SHEP-BAR-ASD-WDCL-TEMP-1,23,23,0,0,325,310,310,310,2,1,1,413,0
AHAFO,Asunafo South,Manukrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,49,2,2,2,172,6,0,0,1,0,0,320,0
AHAFO,Asunafo South,Mossikrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,42,0,0,0,65,35,0,0,1,0,0,150,0
AHAFO,Asunafo South,Nkwantamanu,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,10,0,0,0,57,0,0,0,1,0,0,150,0
AHAFO,Asunafo South,Nobeko Ext.,WASHDAN COMPANY LTD,SHEP-BAR-ASD-WDCL-TEMP-1,15,15,15,15,165,75,75,75,1,1,1,320,0
AHAFO,Asunafo South,Nyame Adisaa,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,58,0,0,0,74,40,40,40,1,0,0,200,0
AHAFO,Asunafo South,Owusukrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,7,0,0,0,105,12,0,0,1,0,0,240,0
AHAFO,Asunafo South,Saakakrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,43,31,31,0,50,10,10,0,1,0,0,400,0
AHAFO,Asunafo South,Sankore Ext.,WASHDAN COMPANY LTD,SHEP-BAR-ASD-WDCL-TEMP-1,65,30,30,30,450,415,415,415,2,1,1,1263,0
AHAFO,Asunafo South,Siiso Bodwease,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,84,2,2,2,53,40,40,40,1,1,1,150,70
AHAFO,Asunafo South,Tettekwao Omanhene,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,22,0,0,0,80,15,0,0,1,0,0,200,0
AHAFO,Asunafo South,Tiabante,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,70,0,0,0,38,22,22,22,1,0,0,100,0
AHAFO,Asunafo South,Wagarakrom,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,72,0,0,0,35,8,0,0,1,0,0,320,0
AHAFO,Asunafo South,Yabe,POWERBOARD COMPANY LTD,SHEP-4-AR-AS-PCL-07-19-P2,8,0,0,0,80,15,0,0,1,0,0,200,0
AHAFO,Asutifi North,Biaso Kasapin,APAM.A ENG COMPANY LTD,SHEP-4-AR-AND -FECL-11-20,30,0,0,0,120,0,0,0,2,0,0,150,0
AHAFO,Asutifi North,Mintinminntin,APAM.A ENG COMPANY LTD,SHEP-4-AR-AND -FECL-11-20,48,0,0,0,140,0,0,0,2,0,0,200,0
AHAFO,Asutifi North,Mumunumuu,APAM.A ENG COMPANY LTD,SHEP-4-AR-AND -FECL-11-20,25,0,0,0,70,0,0,0,2,0,0,150,0
AHAFO,Asutifi North,Penkankrom,APAM.A ENG COMPANY LTD,SHEP-4-AR-AND -FECL-11-20,30,0,0,0,90,0,0,0,2,0,0,160,0
