region,district,community,contractor,package_number,ht_contract,ht_planted,ht_dressed,ht_strung,lv_contract,lv_planted,lv_dressed,lv_strung,tx_contract,tx_dressed,tx_commissioned,cs_1ph,cs_3ph
Northern,Karaga,Bagurugu,Hudu Fam,,,,,,,,,,,,,,
Northern,Karaga,Sung,Hudu Fam,,,,,,,,,,,,,,
Northern,Karaga,Pishigu,Hudu Fam,,,,,,,,,,,,,,
Northern,Nanumba North,Machoni,E.K. Kwasak,,,,,,,,,,,,,,
Northern,Nanumba North,Salnayili,E.K. Kwasak,,,,,,,,,,,,,,
Northern,Nanumba North,Kuboabu,E.K. Kwasak,,,,,,,,,,,,,,
Northern,Nanumba North,Monkuado,E.K. Kwasak,,,,,,,,,,,,,,
Northern,Nanumba North,Sikpam,E.K. Kwasak,,,,,,,,,,,,,,
Northern,Nanumba North,Okpanjani,E.K. Kwasak,,,,,,,,,,,,,,
Northern,Yendi,Kulkpeni,Bright Conner,,,,,,,,,,,,,,
Northern,Yendi,Kpalsondo,Bright Conner,,,,,,,,,,,,,,
Northern,Saboba,Namong Bani,Bi-Netti,,,,,,,,,,,,,,
Northern,Saboba,Bichakiyado,Bi-Netti,,,,,,,,,,,,,,
Northern,Saboba,Sayal/Zamsheigu,Bi-Netti,,,,,,,,,,,,,,
Northern,Tatale,Bulkpali,Primus,,,,,,,,,,,,,,
Northern,Nanumba South,Sakpe,Abudu Elec.,,,,,,,,,,,,,,
Northern,Nanumba South,Gunguni,Abudu Elec.,,,,,,,,,,,,,,
Northern,Nanumba South,Kapugu,Abudu Elec.,,,,,,,,,,,,,,
Northern,Nanumba South,Bandiyilli,Abudu Elec.,,,,,,,,,,,,,,
Northern,Nanumba South,Asafoatse,Abudu Elec.,,,,,,,,,,,,,,
Northern,Nanumba North,Worbogu,Fidelity Ltd,,,,,,,,,,,,,,
Northern,Karaga,Shamsia,M.Y. Elec,,,,,,,,,,,,,,
Northern,Karaga,Dabulo,Gargash Ent.,,,,,,,,,,,,,,
Northern,Karaga,Vowari,Gargash Ent.,,,,,,,,,,,,,,
Northern,Tolon,Kapalnayili/ Toroyili,Mohatu,,,,,,,,,,,,,,
Northern,Tolon,Tindang/ Apleyili,Mohatu,,,,,,,,,,,,,,
Northern,Tolon,Botingli/ Dalimbili,Mohatu,,,,,,,,,,,,,,
Northern,Tolon,Buyili,Mohatu,,,,,,,,,,,,,,
Northern,Tolon,Nyankpala/ Kuoknayili,Mohatu,,,,,,,,,,,,,,
Northern,Tamale South,Pagazaa,Edicas & Son,,,,,,,,,,,,,,
Northern,Tamale South,Datoyili,Edicas & Son,,,,,,,,,,,,,,
Northern,Tamale South,Chanzeni,Edicas & Son,,,,,,,,,,,,,,
Northern,Tamale South,Changnayili,Edicas & Son,,,,,,,,,,,,,,
Northern,Tamale South,Zuo,Edicas & Son,,,,,,,,,,,,,,
Northern,Tamale South,Bulpela Dam,Edicas & Son,,,,,,,,,,,,,,
Northern,Tamale South,Dohini,Edicas & Son,,,,,,,,,,,,,,
Northern,Tamale South,Kukuo,Edicas & Son,,,,,,,,,,,,,,
Northern,Karaga,"Karaga North, South, Assem",Bf 21 Ent.,,,,,,,,,,,,,,
Northern,Yendi,Andoyili,Bihasung Elec.,,,,,,,,,,,,,,
Northern,Yendi,Klukpanga,Bihasung Elec.,,,,,,,,,,,,,,
Northern,Yendi,Zakolinyen Bologni,Madi Saha,,,,,,,,,,,,,,
Northern,Yendi,Neibong,E.F. Electricals,,,,,,,,,,,,,,
Northern,Yendi,Oseido,E.F. Electricals,,,,,,,,,,,,,,
Northern,Yendi,Kpanji,Shin-Anoli Ent.,,,,,,,,,,,,,,
Northern,Yendi,Banchiyill 1&2,Shin-Anoli Ent.,,,,,,,,,,,,,,
Northern,Yendi,Sunsongbun,Meizeri Gh. Ltd,,,,,,,,,,,,,,
Northern,Yendi,Kpatiya,Meizeri Gh. Ltd,,,,,,,,,,,,,,
Northern,Yendi,Nalogu,Meizeri Gh. Ltd,,,,,,,,,,,,,,
Savannah,North Gonja,Kito,Archives Ent.,,,,,,,,,,,,,,
Savannah,North Gonja,Gao,Archives Ent.,,,,,,,,,,,,,,
Savannah,North Gonja,Donkope,Archives Ent.,,,,,,,,,,,,,,
Savannah,North Gonja,Wawato,Archives Ent.,,,,,,,,,,,,,,
Savannah,North Gonja,Guebagu,Archives Ent.,,,,,,,,,,,,,,
Northern,Yendi,Nasa Achiyili,Proswen Giants,,,,,,,,,,,,,,
Northern,Yendi,Jemboni,Proswen Giants,,,,,,,,,,,,,,
Northern,Yendi,Baaduli,Proswen Giants,,,,,,,,,,,,,,
Northern,Yendi,Kpalsogni,Proswen Giants,,,,,,,,,,,,,,
Northern,Yendi,Jagol,Al-Sofwan,,,,,,,,,,,,,,
Northern,Yendi,Napali-Bemolimi,Al-Sofwan,,,,,,,,,,,,,,
Savannah,North East Gonja,Kpinchilla,Dema-Naa,,,,,,,,,,,,,,
Savannah,North East Gonja,Sakpalua,Tasco,,,,,,,,,,,,,,
Savannah,West Gonja,Kpiri-Frafra no. 1,Pat Hayford,,,,,,,,,,,,,,
Savannah,West Gonja,Kpiri-Frafra no. 2,Archives Ent.,,,,,,,,,,,,,,
Savannah,West Gonja,Kpiri-Frafra no. 3,Archives Ent.,,,,,,,,,,,,,,
Savannah,West Gonja,Kpiri-Frafra no. 6,E.F. Electricals,,,,,,,,,,,,,,
Savannah,West Gonja,Kadendelampa,Kug-Bihi,,,,,,,,,,,,,,
Savannah,West Gonja,Dakpala Kura,T-Tommy,,,,,,,,,,,,,,
Savannah,West Gonja,Lorito,A. Awuche Eng.,,,,,,,,,,,,,,
Savannah,West Gonja,Seiyiri,Hudu Fam,,,,,,,,,,,,,,
Savannah,West Gonja,Kpiri-Frafa no. 4,Darex,,,,,,,,,,,,,,
Savannah,West Gonja,Kpiri-Frafa no. 5,Darex,,,,,,,,,,,,,,
Savannah,West Gonja,Abukari Kura,Shin-Anoli Ent.,,,,,,,,,,,,,,
Savannah,West Gonja,Zanji Kura,Shin-Anoli Ent.,,,,,,,,,,,,,,
Northern,Yendi,Warikpomo,Shin-Anoli Ent.,,,,,,,,,,,,,,
Northern,Yendi,Kpasani,Shin-Anoli Ent.,,,,,,,,,,,,,,
Northern,Yendi,Pion Kamonayili,Shin-Anoli Ent.,,,,,,,,,,,,,,
Northern,Savelugu,Tarikpa,A.A. Bucas Ent.,,,,,,,,,,,,,,
Northern,Savelugu,Pong Tamale,A.A. Bucas Ent.,,,,,,,,,,,,,,
Northern,Savelugu,Diare,A.A. Bucas Ent.,,,,,,,,,,,,,,
Northern,Savelugu,Mogla,Bazaah Ent,,,,,,,,,,,,,,
Northern,Savelugu,Savelugu,Bazaah Ent,,,,,,,,,,,,,,
Northern,Kpandai,Tikpakpani,Mohatu,,,,,,,,,,,,,,
Northern,Kpandai,Buogben,Mohatu,,,,,,,,,,,,,,
Northern,Kpandai,Gbebendo,Mohatu,,,,,,,,,,,,,,
Northern,Kpandai,Nfigmado & Kumunisi,Mohatu,,,,,,,,,,,,,,
Northern,Kpandai,Banajado & Ugando,Mohatu,,,,,,,,,,,,,,
Savannah,West Gonja,Damongo Military camp,M-H Shalifa,,,,,,,,,,,,,,
Savannah,Central Gonja,Nyantang,Korigu Construction,,,,,,,,,,,,,,
Savannah,West Gonja,Azure Kura,M-H Shalifa,,,,,,,,,,,,,,
Savannah,Central Gonja,Nyinyape,Ila Engineering,,,,,,,,,,,,,,
Northern,Gushegu,Saguli,Gushegu Mp,,,,,,,,,,,,,,
Northern,Gushegu,Zulogu,Gushegu Mp,,,,,,,,,,,,,,
Northern,Gushegu,Kpanashei,Gushegu Mp,,,,,,,,,,,,,,
Northern,Gushegu,Bogu,Gushegu Mp,,,,,,,,,,,,,,
Northern,Gushegu,Kutung,Gushegu Mp,,,,,,,,,,,,,,
Northern,Gushegu,Tinyogu,Gushegu Mp,,,,,,,,,,,,,,
Northern,Gushegu,Nagnuni,Gushegu Mp,,,,,,,,,,,,,,
Northern,Gushegu,Kpahikpaba,Gushegu Mp,,,,,,,,,,,,,,
Bono,Jaman South,BABIANIHA EXT,Fidelity General Services,,,,,,,,,,,,2,,
Bono,Jaman South,GONUASUA EXT,Fidelity General Services,,,,,,,,,,,,2,,
Bono,Jaman South,FAAMAN EXT,Fidelity General Services,,,,,,,,,,,,2,,
Bono,Dormaa Central,AMASU POLICE STATION,E.K Senkyire,,,,,,,,,,,,2,,
Bono,Jaman South,ADAMSU NEW TOWN,Fidelity General Services,,,,,,,,,,,,2,,
Bono,Jaman South,SEBRENI,Fidelity General Services,,,,,,,,,,,,2,,
Bono,Jaman South,BAANAFO,Fidelity General Services,,,,,,,,,,,,2,,
Bono,Jaman South,FAMIKWA,Fidelity General Services,,,,,,,,,,,,2,,
Central,Upper/Lower Denkyira,OPPONSO,Nabiko Construction Co. Ltd.,,,,,,,,,,,,,,
Central,Upper/Lower Denkyira,TEKYEMOSO,Nabiko Construction Co. Ltd.,,,,,,,,,,,,,,
Central,Upper/Lower Denkyira,KYEBI,Nabiko Construction Co. Ltd.,,,,,,,,,,,,,,
Central,Upper/Lower Denkyira,ATOBIASE,Nabiko Construction Co. Ltd.,,,,,,,,,,,,,,
Central,Twifo Atti Morkwa,BIMPONG AGYA NO. 2,Electrotopz Engineering Works,,,,,,,,,,,,,,
Central,Twifo Atti Morkwa,BIMPONSO,Electrotopz Engineering Works,,,,,,,,,,,,,,
Central,Twifo Atti Morkwa,MANTEKROM,Electrotopz Engineering Works,,,,,,,,,,,,,,
Central,Twifo Atti Morkwa,CANNAN,Electrotopz Engineering Works,,,,,,,,,,,,,,
Central,Twifo Atti Morkwa,ASAMOAKROM,Electrotopz Engineering Works,,,,,,,,,,,,,,
Central,Upper Denkyira West,ABOABOSO,Willidon,,,,,,,,,,,,,,
Central,Upper Denkyira West,ADWENPAYE,Willidon,,,,,,,,,,,,,,
Central,Upper Denkyira West,AKROFUOM,Willidon,,,,,,,,,,,,,,
Central,Upper Denkyira West,NIPANKROM,Willidon,,,,,,,,,,,,,,
Central,Upper Denkyira West,ANIANTENMAN,Willidon,,,,,,,,,,,,,,
Central,Agona East,FAAWHIA,Willidon,,,,,,,,,,,,,,
Central,Agona East,OSUANKWAA,Willidon,,,,,,,,,,,,,,
Central,Agona East,KOFI ABBAM,Pakassen Limited,,,,,,,,,,,,,,
Central,Agona East,OKOTOKWA,Pakassen Limited,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,AKUPAN,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,ANOMABOKUMA,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,KOBINA AGYIR,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,EHAWOHO,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,MAMA NYAMEBEKYERE,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,ESIKADO NO. 1,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,ESIKADO NO. 2,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,MOROKROM,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,MBOFRAFADWEN,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,ADZEYEPENA,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,AJUMAKO OBRAYEKO,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,EYAN ATTAKWA,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,BISEASE NURSING,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,AJUMAKO NEW SITE,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,AJUMAKO EBENEZER,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,DWENEWOHO KOSOSEN,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,AJUMAKO KROMIANFO,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,AKRA AWONA,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,IMMUNA AWONA,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,EKUMFI ABOR,Infrastucture,,,,,,,,,,,,,,
Central,Ajumako- Eyan-Essiam,TWA,Infrastucture,,,,,,,,,,,,,,
Central,Upper Denkyira East,ABUAKWA AKRABONG,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,ADDO,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,AKROMA,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,ALESEKWAA,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,KOFI ENU KWA,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,KOKRABO,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,KOKWADO,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,KORTSIA,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Upper Denkyira East,KWAME NTSIFUL,Ike Elect. & Civil Eng.,,,,,,,,,,,,,,
Central,Agona East,FAWHIA NO. 2,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,KWESIKROM,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,DUABONE,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,AGONA NKRAN,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,MANSIFO,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,DAUDA/ACHAMFO,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,DOMOKYI,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,TAWORA,Luke And Sons Engineering Co. Ltd.,,,,,,,,,,,,,,
Central,Agona East,KWAME SAM,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,KWASI PAINTSIL,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,NAMPONG,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,OBREPO,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,OBUODURO,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,ODUGUAN,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,OKYENEKWA,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,PETERKWA,Powertec Ventures,,,,,,,,,,,,,,
Central,Agona East,SANEKWA,Powertec Ventures,,,,,,,,,,,,,,
Central,Upper Denkyira East,ATEKYEM METAL,Voltage Electricals,,,,,,,,,,,,,,
Central,Upper Denkyira East,BOSENGA LINE,Voltage Electricals,,,,,,,,,,,,,,
Central,Upper Denkyira East,MBRADEN,Voltage Electricals,,,,,,,,,,,,,,
Central,Upper Denkyira East,KYEKYEREWERE,Voltage Electricals,,,,,,,,,,,,,,
Central,Upper Denkyira East,ASIKUMA,Voltage Electricals,,,,,,,,,,,,,,
Central,Upper Denkyira East,AJIMPOMA,Voltage Electricals,,,,,,,,,,,,,,
